genes	logFC	logCPM	LR	PValue	FDR						
LOC100296778	-1.318894918	4.252158617	9.805561575	0.001739849	0.015349205						
ITGB3	1.056498715	8.163724854	9.804426495	0.001740923	0.015349205						
SEPHS2	0.345677155	6.803457297	9.803802581	0.001741514	0.015349205						
ITGAD	-0.753784695	4.05045155	9.792526079	0.001752226	0.015434252						
MME	1.350649364	1.065379602	9.772703524	0.001771218	0.01558533						
SRGAP3	-0.940062647	3.81494572	9.77238654	0.001771524	0.01558533						
SUMF1	0.409893685	5.266842578	9.763575632	0.001780034	0.01565072						
SYNGR2	0.53128215	7.112066479	9.760267516	0.00178324	0.015669422						
TALDO1	0.592386584	8.088655621	9.75543344	0.001787935	0.015701181						
NONO	-0.363001572	8.849324404	9.753722809	0.001789599	0.015706302						
ABCG1	-0.632340882	4.551200948	9.751127015	0.001792128	0.015718998						
HIST2H2BE	0.453353189	7.413591912	9.749608649	0.001793609	0.015722492						
PALM3	0.954787643	2.486738333	9.744938954	0.001798171	0.015752976						
LOC104971676	-1.258286447	-0.183590016	9.742133845	0.001800917	0.015763978						
CEP83	0.560942957	4.192009368	9.740967224	0.00180206	0.015763978						
STOML1	0.883172932	4.745344488	9.740332588	0.001802683	0.015763978						
C13H20orf27	0.415574481	6.115018178	9.738249645	0.001804727	0.015766053						
LOC104969735	-1.869981719	-0.3109696	9.737878631	0.001805091	0.015766053						
MMACHC	0.633239779	2.040991166	9.7177493	0.001824969	0.01593009						
SPIN4	-1.235083038	0.719390806	9.699900993	0.001842779	0.016063772						
LOC101905222	-1.467644304	-0.125277943	9.699066955	0.001843616	0.016063772						
RIDA	0.672776355	7.656061171	9.698526823	0.001844158	0.016063772						
ISM2	-1.67096792	0.245216207	9.697026104	0.001845665	0.016063772						
PNPO	0.551961544	3.432256076	9.696878288	0.001845813	0.016063772						
OST4	0.602577223	5.907780385	9.694217507	0.001848488	0.016077416						
TRIM58	1.040304279	4.318638945	9.689127849	0.001853615	0.016112363						
FRZB	-1.638794455	0.710084711	9.674114054	0.001868824	0.016233415						
HCCS	0.48150254	3.420131254	9.67317752	0.001869777	0.016233415						
SMIM3	0.432869283	5.126794242	9.666780188	0.001876299	0.016280309						
PRKCB	0.384573928	8.40190217	9.659477467	0.001883772	0.016335396						
LOC100848368	-0.819900103	2.991852977	9.657907487	0.001885383	0.016339607						
NCMAP	-0.736882494	3.907474087	9.656533139	0.001886794	0.016342085						
AARS	0.315371954	6.609593351	9.655286973	0.001888074	0.016343429						
STAC2	-1.114129462	3.160575434	9.64797345	0.001895606	0.016398855						
ABCG2	-0.614394223	3.566305603	9.646125129	0.001897514	0.016405593						
LOC101901926	-0.82274799	3.080970147	9.644773454	0.001898911	0.016407903						
TFPT	0.514421885	4.472834334	9.639216102	0.001904665	0.016447836						
RASD2	-1.014941655	2.798383488	9.634085681	0.001909993	0.016484042						
LOC104975607	1.301147702	1.823061139	9.623410886	0.001921126	0.016570283						
TGFBR3	-0.508893463	4.310019067	9.61893237	0.001925817	0.016600882						
LOC101906317	-1.817490428	5.371960182	9.613516354	0.001931504	0.016627183						
HSPE1	0.524818909	6.213371231	9.612848502	0.001932207	0.016627183						
GFPT2	-2.052894521	-0.761334609	9.612758268	0.001932302	0.016627183						
ZDHHC2	1.047631118	3.77953547	9.595418024	0.001950635	0.016775						
LOC107132439	1.641731916	6.247369406	9.593051158	0.001953151	0.01677933						
GHSR	1.049987902	2.41146612	9.592771125	0.001953449	0.01677933						
ZNHIT3	-0.347350132	5.767164334	9.591261525	0.001955056	0.016782116						
CCDC157	-0.992459106	0.937214553	9.590295935	0.001956084	0.016782116						
ZYX	0.68341634	9.254817454	9.585263332	0.001961453	0.016818244						
MAP9	-0.631918974	2.970291408	9.574221884	0.001973285	0.016909711						
C13H20orf24	0.47174186	5.92907559	9.573070535	0.001974523	0.016910342						
FAM216A	-0.991444275	1.692383556	9.571685956	0.001976012	0.016913128						
CASP3	0.442176721	4.478728489	9.561106551	0.001987433	0.016993488						
NUP210L	0.705697491	2.420555777	9.560821961	0.001987741	0.016993488						
LOC101905381	-1.599208437	0.208589285	9.546173179	0.002003667	0.017107103						
SOS1	0.401380669	5.773844268	9.545774293	0.002004103	0.017107103						
MFSD13A	0.481976509	4.355447163	9.545352041	0.002004564	0.017107103						
FLYWCH1	-0.693501419	3.434575357	9.542125094	0.002008091	0.017127142						
PLP2	-0.463796339	6.454462748	9.535559354	0.002015287	0.017178433						
SLC22A4	0.753132685	3.217676648	9.530635192	0.002020702	0.017212945						
PRPSAP1	0.350125877	5.108462661	9.529314081	0.002022157	0.017212945						
ADORA2B	-0.349317088	6.293756656	9.528647572	0.002022891	0.017212945						
SGCB	-0.848004482	1.75180968	9.52386765	0.002028167	0.017247731						
MAGEE2	-0.727246425	2.201143989	9.522547745	0.002029626	0.017250041						
ITGA2B	1.038223043	6.393747921	9.518668397	0.002033921	0.017276435						
TLE1	-0.719332548	3.882037599	9.514523848	0.00203852	0.017304802						
CLCN7	0.469529387	6.668301322	9.513512788	0.002039643	0.017304802						
SNTA1	1.171773326	1.917292936	9.507707241	0.002046107	0.017349503						
LOC104972724	-1.676627618	0.594092312	9.506220323	0.002047765	0.017353437						
CSGALNACT1	-0.574524101	3.745423233	9.503418677	0.002050894	0.017362697						
LOC100140121	-1.094234283	0.428528275	9.503101522	0.002051249	0.017362697						
JUN	0.512135789	6.310263119	9.498421513	0.002056487	0.017396901						
WSB2	0.334744905	5.528129355	9.486474451	0.002069922	0.017500359						
CACNA1B	2.34029587	-0.378814469	9.477357799	0.002080234	0.017577308						
STAT3	0.406504118	7.639130331	9.475648511	0.002082173	0.017583464						
LOC100138951	-1.154669506	3.404486495	9.464622173	0.002094726	0.017679193						
S100PBP	-0.397385923	7.129492184	9.462493855	0.002097158	0.017689439						
CHIC1	-0.754109224	2.999550226	9.46027525	0.002099696	0.017700568						
GRN	0.531583702	7.983464897	9.457107967	0.002103324	0.017720874						
CREBZF	-0.424913386	7.244921135	9.450373535	0.002111061	0.017775746						
SPRY2	-0.845704791	2.899949318	9.449084671	0.002112545	0.017777935						
SLC8B1	0.485993129	6.842232137	9.44359627	0.002118876	0.017820889						
UBE2D4	-0.373243315	5.301016106	9.441175217	0.002121675	0.017834102						
GOLM1	0.620051135	4.587448708	9.438474218	0.002124802	0.01784802						
ARSK	-1.106207312	0.771016812	9.436675909	0.002126886	0.01784802						
RNFT1	-0.382970104	5.969852311	9.436563245	0.002127017	0.01784802						
JAML	-0.581136448	7.792134109	9.430524152	0.002134033	0.017889589						
C7H19orf66	0.567158401	5.70903367	9.428218091	0.002136718	0.017889589						
MT1E	1.180358154	0.371760188	9.427588416	0.002137452	0.017889589						
DNAJC21	0.402095772	5.202195388	9.427200957	0.002137904	0.017889589						
PGRMC1	0.657472406	6.273332426	9.426828087	0.002138338	0.017889589						
GNA12	0.621226828	4.011484832	9.424944855	0.002140535	0.017889589						
PRLR	-1.129350937	0.624414865	9.424895891	0.002140593	0.017889589						
SEC11A	0.401729938	6.072086037	9.414249991	0.002153056	0.017974871						
TIGAR	0.603496671	2.776810685	9.414066187	0.002153272	0.017974871						
RRAGB	-0.438596798	4.611927381	9.40834309	0.002160003	0.018020705						
BBIP1	-0.595231466	3.431075318	9.406966602	0.002161625	0.018023886						
LOC107132762	-2.700189749	1.794106769	9.397825492	0.002172429	0.018092598						
METRNL	0.624389418	4.923454292	9.397182452	0.002173192	0.018092598						
ZCCHC2	0.667787621	3.742725566	9.396835353	0.002173603	0.018092598						
MRPL33	0.465468508	4.226474969	9.383323165	0.002189683	0.018211591						
NLRC5	0.469326764	8.483057428	9.382717404	0.002190406	0.018211591						
LOC101905770	-1.033552348	1.024537923	9.381620191	0.002191718	0.01821207						
ZSWIM5	-1.257934849	0.928297322	9.377768068	0.002196328	0.018233338						
SRXN1	1.140768477	6.924625915	9.37738445	0.002196788	0.018233338						
FGL2	-0.598282961	8.815653346	9.373822966	0.00220106	0.018258364						
PGAM5	0.307274859	5.845919522	9.365102256	0.002211557	0.018334966						
ANAPC5	-0.34095162	5.867844364	9.363031686	0.002214056	0.018345218						
UCP2	-0.519972706	9.05997392	9.358930662	0.002219016	0.018375829						
HPCAL1	0.47418595	4.326827031	9.355736513	0.002222886	0.018397392						
SCN2B	-1.685379695	0.83109152	9.352743744	0.002226519	0.018416963						
GTPBP8	-0.573686044	5.250342384	9.351522563	0.002228003	0.01841875						
LOC520518	0.584901488	2.706679679	9.346983228	0.002233528	0.018443593						
LOC786126	1.792770594	2.899569119	9.346967214	0.002233548	0.018443593						
OMG	-0.506543538	4.04886494	9.34480607	0.002236183	0.018454864						
MON2	-0.439129493	6.193538703	9.340499292	0.002241444	0.01848778						
JAM2	2.534125878	0.232579876	9.336504716	0.002246336	0.018517608						
IL10RB	-0.427598908	6.93037318	9.326986822	0.002258034	0.018603481						
ZNF512	-0.367828172	6.426927616	9.323103307	0.002262824	0.018632382						
HSPD1	0.360792212	7.432725617	9.320717938	0.002265772	0.018646084						
RP9	-0.463613008	4.96276737	9.319465744	0.002267321	0.018648265						
GATA2	-1.064868167	3.663833643	9.311941924	0.002276651	0.018713687						
TMEM198	-1.414057361	0.071509462	9.310975352	0.002277852	0.018713687						
LOC101903326	-0.865176753	1.818166985	9.306523413	0.002283394	0.018748611						
LOC781584	-1.51971682	0.301753705	9.303417592	0.002287268	0.018769811						
IMMP1L	-0.441732333	5.886438223	9.30211519	0.002288894	0.018772553						
NECAB2	-1.101643733	2.04933092	9.290942959	0.002302896	0.018876728						
CARD10	1.287868447	2.460239228	9.288775895	0.002305622	0.018888413						
FAM25A	-1.155677065	0.645144616	9.28216499	0.002313958	0.018946018						
CXCR6	0.616548637	4.807745824	9.276331839	0.002321338	0.018995741						
LOC101907335	-0.927052	4.542808767	9.258869324	0.002343577	0.019158819						
PRPF39	-0.432207273	6.91539799	9.258612654	0.002343905	0.019158819						
NUDT3	-0.608549104	8.143842135	9.253575695	0.002350361	0.019200781						
CHPF2	-0.462830074	4.755723616	9.247786136	0.002357803	0.019250752						
FBXL4	-0.469925272	3.515783378	9.243344201	0.002363529	0.019277185						
AKTIP	-0.448042125	4.527150481	9.243215906	0.002363695	0.019277185						
ATG14	-0.506642606	4.459078606	9.240986875	0.002366574	0.019289834						
ZSCAN30	-0.924148887	1.468309229	9.239622441	0.002368338	0.019293386						
LOC101902469	-0.742254418	2.725598965	9.237153772	0.002371533	0.019308585						
LIX1L	-0.439694175	4.168064542	9.235913148	0.00237314	0.019310847						
LOC100847256	1.176035588	1.889749692	9.222718068	0.002390304	0.019439624						
MGME1	-0.534724611	4.08334446	9.221294513	0.002392163	0.019443858						
GLIPR1	-0.589929658	6.342806645	9.215726066	0.00239945	0.019465395						
LOC104973119	1.512218623	-0.229272549	9.214631426	0.002400885	0.019465395						
RBPMS	1.205885666	3.728552865	9.214340352	0.002401267	0.019465395						
TNFRSF1B	0.549396582	7.950040236	9.214272841	0.002401356	0.019465395						
ATP6V1H	0.362929086	5.282619666	9.214152314	0.002401514	0.019465395						
CCND3	-0.382874496	8.661354035	9.21146678	0.002405039	0.019476714						
MSMO1	0.39532678	6.12231786	9.211046007	0.002405592	0.019476714						
LTC4S	1.90778154	3.425468935	9.207755751	0.002409919	0.01950088						
CD44	-0.388451795	7.790115164	9.201295383	0.002418439	0.019558926						
TMCO1	0.331492833	5.20802196	9.196320232	0.002425021	0.019601243						
ATP7A	0.451815333	6.748911966	9.191739794	0.002431097	0.019632214						
SLC22A23	1.117108207	2.159045152	9.191394175	0.002431556	0.019632214						
GATA3	-0.658431418	6.292856443	9.188832713	0.002434961	0.019648784						
TLR7	-0.442665423	6.034108041	9.182968292	0.002442775	0.019695959						
KDM1B	0.39235525	6.412846419	9.182410961	0.002443519	0.019695959						
ANKRD9	1.099668824	0.330580253	9.165437582	0.002466287	0.019858314						
LOC100847554	-1.162370859	1.523194926	9.165356583	0.002466396	0.019858314						
ADCY3	1.261396714	1.093100534	9.163798133	0.002468497	0.019864221						
PRSS45	-1.779966265	0.340241519	9.15750568	0.002477	0.019921606						
RASGRP4	-0.480652199	6.271543253	9.15374422	0.002482097	0.019935336						
MTM1	0.498006393	3.937187854	9.153569489	0.002482334	0.019935336						
FKBP9	-1.073175229	0.585513047	9.152312856	0.002484039	0.019935336						
LOC107131209	1.196976035	1.172869931	9.152196565	0.002484197	0.019935336						
IFIH1	0.776265738	6.87602192	9.144649433	0.002494464	0.020006678						
FHL2	-0.496262538	4.476817981	9.138019273	0.00250352	0.020058957						
SMIM15	0.400544288	5.573151604	9.136899448	0.002505053	0.020058957						
CMTR2	0.448686254	4.741405329	9.135223761	0.002507348	0.020058957						
IL17RA	0.353908513	6.464970932	9.13440532	0.00250847	0.020058957						
RELB	0.392412161	5.214136128	9.134026504	0.002508989	0.020058957						
XPO6	-0.463250097	8.016365145	9.133822864	0.002509269	0.020058957						
ZNF154	-0.598912801	4.340596075	9.117953734	0.002531129	0.020213167						
TCP11L2	-0.431924979	7.743609604	9.117799574	0.002531343	0.020213167						
LOC505972	1.419685798	0.685378923	9.116442724	0.002533221	0.020217051						
RNF115	0.343143077	5.150408474	9.114175987	0.002536362	0.020231003						
TPP1	0.598579418	4.673781814	9.112978407	0.002538023	0.020233141						
RNF14	0.35516442	5.529022583	9.111814645	0.002539638	0.020234911						
LOC107132967	-0.598271457	8.282091744	9.108726215	0.00254393	0.020257992						
SVIP	-1.998212254	2.795301915	9.105066912	0.002549024	0.020287437						
CASP7	0.589371772	5.567424204	9.101396175	0.002554145	0.0203062						
KAT2A	0.418527337	4.814204378	9.101372633	0.002554177	0.0203062						
TREM1	0.818250299	5.646502842	9.099107529	0.002557342	0.02032024						
SLC31A1	0.474672622	4.590024681	9.095526241	0.002562355	0.020348418						
LOC101903400	1.749500528	-1.080639948	9.094573063	0.00256369	0.020348418						
SMIM10L1	0.594064417	6.864817137	9.087463492	0.002573676	0.020416515						
LOC787405	-1.274084327	1.780335247	9.083526595	0.002579222	0.020443462						
SUSD1	0.457944567	5.779075336	9.083054754	0.002579888	0.020443462						
LOC104968439	-2.022785849	1.017130583	9.080348114	0.002583709	0.020462578						
IER3	0.817145853	3.241537377	9.07760803	0.002587583	0.020482093						
LOC104973104	1.845065475	1.251405242	9.072938342	0.002594199	0.020519215						
KIF1B	0.472894409	5.163879363	9.072304701	0.002595098	0.020519215						
LOC104968408	-1.078696342	0.85699224	9.069527049	0.002599043	0.020539226						
PLEKHA1	-0.641948727	7.237831125	9.066884459	0.002602802	0.020557745						
TH	-1.08783296	1.750550948	9.063110933	0.002608179	0.020589018						
AOX1	-6.124455602	0.727202378	9.058074625	0.002615372	0.020634592						
NRIP3	-1.366212974	3.224596036	9.055896047	0.00261849	0.020647977						
LOC107132460	-3.519759585	-0.30276878	9.05379306	0.002621504	0.020650712						
YDJC	0.989580541	0.894134069	9.053669733	0.002621681	0.020650712						
CD3EAP	0.650889686	2.998651302	9.0517918	0.002624375	0.02066073						
CCR6	-0.494946443	3.982224846	9.049134121	0.002628193	0.020679576						
TPM4	0.388582626	6.787883011	9.046481466	0.002632009	0.02069839						
SLCO2B1	2.724640798	-1.09218243	9.04173961	0.002638844	0.020740915						
ZCWPW1	-0.671127257	3.592737285	9.036160642	0.00264691	0.020793056						
LOC784451	-0.396761005	6.265173399	9.013982005	0.002679221	0.021035503						
GFRA4	-1.112875294	0.429219247	8.992903678	0.0027103	0.021268022						
LOC101905779	-0.978660697	1.385386541	8.991725596	0.002712048	0.021270246						
LOC100335514	-3.421729535	-0.185285431	8.990600868	0.002713718	0.021271855						
VWF	1.475882514	5.990428769	8.989233514	0.002715749	0.021276296						
RAP1GAP	0.636248764	4.268208189	8.988087227	0.002717453	0.021278169						
EXOSC10	-0.331688542	6.320912231	8.987059839	0.002718981	0.021278665						
CCR3	1.084500943	6.03808271	8.984405933	0.002722933	0.021298116						
LOC101902869	-1.269674051	0.567158058	8.982491928	0.002725787	0.021308962						
RHBDF1	1.26321447	-0.209397441	8.978079198	0.002732377	0.021348994						
ADCY6	1.283106909	-0.442209212	8.961520908	0.002757253	0.021531771						
LOC100297099	-2.121813274	-0.740027816	8.956750543	0.002764462	0.021576467						
CCNG2	-0.429004466	5.348485524	8.950926761	0.002773289	0.021633736						
DHX34	-0.51593899	4.843851116	8.945804161	0.002781076	0.021682842						
ZNF135	-0.771005661	1.56653394	8.939383179	0.002790869	0.021747521						
PM20D2	-1.132672168	3.07772033	8.936725815	0.002794933	0.021767505						
ZC3H6	-0.663569318	3.28599267	8.935372729	0.002797004	0.021771962						
GPX4	0.592324699	5.003515269	8.932414883	0.002801537	0.021795567						
XRRA1	-0.793585277	1.33220982	8.930782893	0.002804041	0.021803372						
GLIS3	1.360310462	0.49532341	8.928394596	0.00280771	0.02182022						
NUDT4	-0.354720019	5.500982152	8.924166001	0.002814218	0.021859103						
VCPIP1	0.561705926	6.971318453	8.922970833	0.002816061	0.021861721						
ATP13A3	0.73413465	5.832898309	8.921285137	0.002818661	0.02187022						
PNPLA6	0.397266367	6.022289144	8.917663973	0.002824255	0.021901927						
P2RY12	-1.479559549	5.5385969	8.915320955	0.002827881	0.021917303						
MEX3B	-0.765472251	2.272274806	8.914433306	0.002829256	0.021917303						
ARHGAP28	1.428273359	1.52189805	8.911259697	0.002834177	0.021943721						
GSS	0.476338893	3.944589597	8.892843266	0.002862906	0.022154345						
FAM50A	0.306653826	6.282537147	8.877336116	0.002887325	0.022331417						
F12	-0.635924229	2.167059465	8.874620178	0.002891624	0.022352761						
